benchmark,benchmark_split,item_id,model,model_id,condition,condition_name,frame_family,frame_placement,family,difficulty,domain,setting_type,dissociation_target,gold_heart_worse,gold_act_worse,j1_heart_correct,j1_act_correct,j2_heart_correct,j2_act_correct,heart_revision,act_revision,any_revision,heart_revision_toward_gold,heart_revision_away_from_gold,act_revision_toward_gold,act_revision_away_from_gold,explanation_christianization_score,explanation_direct_frame_echo_rate,explanation_heart_semantic_rate_inclusive,explanation_heart_semantic_rate_controlled,explanation_act_semantic_rate,explanation_heart_focus_inclusive,explanation_heart_focus_controlled,explanation_structure_score,explanation_structure_density,explanation_token_count,n_prompt_variants,j1_heart_worse,j1_act_worse,j2_heart_worse,j2_act_worse
heartbench_v2,main,hbv2_fabm_024,qwen2.5:7b-instruct,qwen2.5:7b-instruct,baseline,Baseline Staged,none,none,flawed_act_benevolent_motive,easy,family,public,True,B,A,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05714285714285714,-0.05714285714285714,-0.05714285714285714,0.5,0.11428571428571428,35.0,1,B,tie,B,tie
heartbench_v2,main,hbv2_fabm_024,qwen2.5:7b-instruct,qwen2.5:7b-instruct,christian_post,Christian Post,christian,post,flawed_act_benevolent_motive,easy,family,public,True,B,A,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.1,0.03333333333333333,0.0,0.1,0.03333333333333333,1.0,0.13333333333333333,60.0,1,B,tie,B,tie
heartbench_v2,main,hbv2_fabm_024,qwen2.5:7b-instruct,qwen2.5:7b-instruct,christian_pre,Christian Pre,christian,pre,flawed_act_benevolent_motive,easy,family,public,True,B,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.0,0.017857142857142856,0.0,-0.017857142857142856,0.75,0.14285714285714285,56.0,1,A,B,A,B
heartbench_v2,main,hbv2_fabm_024,qwen2.5:7b-instruct,qwen2.5:7b-instruct,judgment_only,Judgment Only,none,none,flawed_act_benevolent_motive,easy,family,public,True,B,A,1.0,0.0,,,,,,,,,,,,,,,,,,,,1,B,tie,,
heartbench_v2,main,hbv2_fabm_024,qwen2.5:7b-instruct,qwen2.5:7b-instruct,secular_post,Secular Post,secular,post,flawed_act_benevolent_motive,easy,family,public,True,B,A,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.0,0.0,0.034482758620689655,0.0,0.5,0.10344827586206896,58.0,1,B,tie,B,tie
heartbench_v2,main,hbv2_fabm_024,qwen2.5:7b-instruct,qwen2.5:7b-instruct,secular_pre,Secular Pre,secular,pre,flawed_act_benevolent_motive,easy,family,public,True,B,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.041666666666666664,0.020833333333333332,0.041666666666666664,0.0,-0.020833333333333332,0.5,0.125,48.0,1,B,A,B,A
heartbench_v2,main,hbv2_fabm_026,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,baseline,Baseline Staged,none,none,flawed_act_benevolent_motive,medium,workplace,public,True,B,A,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.02631578947368421,0.0,0.02631578947368421,0.0,0.0,0.02631578947368421,0.0,0.25,0.02631578947368421,38.0,1,A,B,B,A
heartbench_v2,main,hbv2_fabm_026,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,christian_post,Christian Post,christian,post,flawed_act_benevolent_motive,medium,workplace,public,True,B,A,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.0,0.0,0.25,0.029411764705882353,34.0,1,A,B,B,A
heartbench_v2,main,hbv2_fabm_026,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,christian_pre,Christian Pre,christian,pre,flawed_act_benevolent_motive,medium,workplace,public,True,B,A,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.02,0.02,0.02,0.0,0.02,0.0,-0.02,0.75,0.06,100.0,1,A,B,B,A
heartbench_v2,main,hbv2_fabm_026,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,judgment_only,Judgment Only,none,none,flawed_act_benevolent_motive,medium,workplace,public,True,B,A,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,A,B,,
heartbench_v2,main,hbv2_fabm_026,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,secular_post,Secular Post,secular,post,flawed_act_benevolent_motive,medium,workplace,public,True,B,A,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.025,0.0125,0.0375,0.0,0.0125,0.025,-0.0125,0.75,0.0625,80.0,1,A,B,B,A
heartbench_v2,main,hbv2_fabm_026,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,secular_pre,Secular Pre,secular,pre,flawed_act_benevolent_motive,medium,workplace,public,True,B,A,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.024691358024691357,0.012345679012345678,0.04938271604938271,0.012345679012345678,0.012345679012345678,0.037037037037037035,0.0,0.5,0.06172839506172839,81.0,1,A,B,B,A
heartbench_v2,main,hbv2_fabm_026,qwen2.5:7b-instruct,qwen2.5:7b-instruct,baseline,Baseline Staged,none,none,flawed_act_benevolent_motive,medium,workplace,public,True,B,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,0.0,0.022988505747126436,0.0,0.011494252873563218,0.011494252873563218,-0.011494252873563218,0.75,0.10344827586206896,87.0,1,B,A,B,A
heartbench_v2,main,hbv2_fabm_026,qwen2.5:7b-instruct,qwen2.5:7b-instruct,christian_post,Christian Post,christian,post,flawed_act_benevolent_motive,medium,workplace,public,True,B,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05102040816326531,0.05102040816326531,0.07142857142857142,0.01020408163265306,0.01020408163265306,0.061224489795918366,0.0,1.0,0.1326530612244898,98.0,1,B,A,B,A
heartbench_v2,main,hbv2_fabm_026,qwen2.5:7b-instruct,qwen2.5:7b-instruct,christian_pre,Christian Pre,christian,pre,flawed_act_benevolent_motive,medium,workplace,public,True,B,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028985507246376812,0.028985507246376812,0.043478260869565216,0.0,0.028985507246376812,0.014492753623188406,-0.028985507246376812,1.0,0.10144927536231885,69.0,1,B,A,B,A
heartbench_v2,main,hbv2_fabm_026,qwen2.5:7b-instruct,qwen2.5:7b-instruct,judgment_only,Judgment Only,none,none,flawed_act_benevolent_motive,medium,workplace,public,True,B,A,1.0,1.0,,,,,,,,,,,,,,,,,,,,1,B,A,,
heartbench_v2,main,hbv2_fabm_026,qwen2.5:7b-instruct,qwen2.5:7b-instruct,secular_post,Secular Post,secular,post,flawed_act_benevolent_motive,medium,workplace,public,True,B,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014925373134328358,0.014925373134328358,0.029850746268656716,0.0,0.029850746268656716,0.0,-0.029850746268656716,0.75,0.08955223880597014,67.0,1,B,A,B,A
heartbench_v2,main,hbv2_fabm_026,qwen2.5:7b-instruct,qwen2.5:7b-instruct,secular_pre,Secular Pre,secular,pre,flawed_act_benevolent_motive,medium,workplace,public,True,B,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01098901098901099,0.01098901098901099,0.02197802197802198,0.0,0.02197802197802198,0.0,-0.02197802197802198,0.5,0.0989010989010989,91.0,1,A,B,A,B
heartbench_v2,main,hbv2_fabm_027,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,baseline,Baseline Staged,none,none,flawed_act_benevolent_motive,medium,friendship,private,True,A,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.1111111111111111,0.05555555555555555,0.0,0.1111111111111111,0.05555555555555555,0.5,0.1111111111111111,18.0,1,B,A,B,A
heartbench_v2,main,hbv2_fabm_027,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,christian_post,Christian Post,christian,post,flawed_act_benevolent_motive,medium,friendship,private,True,A,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.03125,0.03125,0.0,0.0,0.03125,0.0,0.5,0.125,32.0,1,B,A,B,A
heartbench_v2,main,hbv2_fabm_027,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,christian_pre,Christian Pre,christian,pre,flawed_act_benevolent_motive,medium,friendship,private,True,A,B,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.02631578947368421,0.02631578947368421,0.07894736842105263,0.02631578947368421,0.0,0.07894736842105263,0.02631578947368421,1.0,0.13157894736842105,38.0,1,A,B,B,A
heartbench_v2,main,hbv2_fabm_027,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,judgment_only,Judgment Only,none,none,flawed_act_benevolent_motive,medium,friendship,private,True,A,B,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,B,A,,
heartbench_v2,main,hbv2_fabm_027,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,secular_post,Secular Post,secular,post,flawed_act_benevolent_motive,medium,friendship,private,True,A,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.01639344262295082,0.0,0.03278688524590164,-0.01639344262295082,-0.03278688524590164,0.5,0.04918032786885246,61.0,1,B,A,B,A
heartbench_v2,main,hbv2_fabm_027,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,secular_pre,Secular Pre,secular,pre,flawed_act_benevolent_motive,medium,friendship,private,True,A,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028985507246376812,0.028985507246376812,0.08695652173913043,0.028985507246376812,0.10144927536231885,-0.014492753623188406,-0.07246376811594203,0.75,0.07246376811594203,69.0,1,B,A,B,A
heartbench_v2,main,hbv2_fabm_027,qwen2.5:7b-instruct,qwen2.5:7b-instruct,baseline,Baseline Staged,none,none,flawed_act_benevolent_motive,medium,friendship,private,True,A,B,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.015625,0.0,0.015625,0.0,-0.015625,0.75,0.09375,64.0,1,A,B,A,B
heartbench_v2,main,hbv2_fabm_027,qwen2.5:7b-instruct,qwen2.5:7b-instruct,christian_post,Christian Post,christian,post,flawed_act_benevolent_motive,medium,friendship,private,True,A,B,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0875,0.0875,0.0625,0.0,0.0125,0.05,-0.0125,0.75,0.1375,80.0,1,A,B,A,B
heartbench_v2,main,hbv2_fabm_027,qwen2.5:7b-instruct,qwen2.5:7b-instruct,christian_pre,Christian Pre,christian,pre,flawed_act_benevolent_motive,medium,friendship,private,True,A,B,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08928571428571429,0.08928571428571429,0.08928571428571429,0.0,0.017857142857142856,0.07142857142857142,-0.017857142857142856,1.0,0.125,56.0,1,A,tie,A,tie
heartbench_v2,main,hbv2_fabm_027,qwen2.5:7b-instruct,qwen2.5:7b-instruct,judgment_only,Judgment Only,none,none,flawed_act_benevolent_motive,medium,friendship,private,True,A,B,1.0,1.0,,,,,,,,,,,,,,,,,,,,1,A,B,,
heartbench_v2,main,hbv2_fabm_027,qwen2.5:7b-instruct,qwen2.5:7b-instruct,secular_post,Secular Post,secular,post,flawed_act_benevolent_motive,medium,friendship,private,True,A,B,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,-0.017241379310344827,-0.017241379310344827,0.75,0.1206896551724138,58.0,1,A,B,A,B
heartbench_v2,main,hbv2_fabm_027,qwen2.5:7b-instruct,qwen2.5:7b-instruct,secular_pre,Secular Pre,secular,pre,flawed_act_benevolent_motive,medium,friendship,private,True,A,B,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014705882352941176,0.0,0.014705882352941176,0.0,0.0,0.014705882352941176,0.0,0.75,0.11764705882352941,68.0,1,A,B,A,B
heartbench_v2,main,hbv2_fabm_028,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,baseline,Baseline Staged,none,none,flawed_act_benevolent_motive,hard,family,private,True,B,A,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.0,0.0,0.5,0.07894736842105263,38.0,1,A,B,B,A
heartbench_v2,main,hbv2_fabm_028,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,christian_post,Christian Post,christian,post,flawed_act_benevolent_motive,hard,family,private,True,B,A,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.0,0.037037037037037035,0.037037037037037035,0.5,0.07407407407407407,27.0,1,A,B,B,A
heartbench_v2,main,hbv2_fabm_028,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,christian_pre,Christian Pre,christian,pre,flawed_act_benevolent_motive,hard,family,private,True,B,A,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.0,0.024390243902439025,0.0,-0.024390243902439025,0.5,0.0975609756097561,41.0,1,A,B,B,A
heartbench_v2,main,hbv2_fabm_028,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,judgment_only,Judgment Only,none,none,flawed_act_benevolent_motive,hard,family,private,True,B,A,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,A,B,,
heartbench_v2,main,hbv2_fabm_028,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,secular_post,Secular Post,secular,post,flawed_act_benevolent_motive,hard,family,private,True,B,A,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.017857142857142856,0.0,0.05357142857142857,0.03571428571428571,0.03571428571428571,0.017857142857142856,0.0,0.5,0.05357142857142857,56.0,1,A,B,B,A
heartbench_v2,main,hbv2_fabm_028,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,secular_pre,Secular Pre,secular,pre,flawed_act_benevolent_motive,hard,family,private,True,B,A,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02197802197802198,-0.02197802197802198,-0.02197802197802198,1.0,0.054945054945054944,91.0,1,A,B,B,A
heartbench_v2,main,hbv2_fabm_028,qwen2.5:7b-instruct,qwen2.5:7b-instruct,baseline,Baseline Staged,none,none,flawed_act_benevolent_motive,hard,family,private,True,B,A,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0125,0.0,0.0375,-0.025,-0.0375,1.0,0.1125,80.0,1,B,B,B,B
heartbench_v2,main,hbv2_fabm_028,qwen2.5:7b-instruct,qwen2.5:7b-instruct,christian_post,Christian Post,christian,post,flawed_act_benevolent_motive,hard,family,private,True,B,A,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08235294117647059,0.08235294117647059,0.09411764705882353,0.03529411764705882,0.023529411764705882,0.07058823529411765,0.011764705882352941,1.0,0.09411764705882353,85.0,1,B,B,B,B
heartbench_v2,main,hbv2_fabm_028,qwen2.5:7b-instruct,qwen2.5:7b-instruct,christian_pre,Christian Pre,christian,pre,flawed_act_benevolent_motive,hard,family,private,True,B,A,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.034482758620689655,0.05172413793103448,0.017241379310344827,0.05172413793103448,0.0,-0.034482758620689655,1.0,0.1206896551724138,58.0,1,B,B,B,B
heartbench_v2,main,hbv2_fabm_028,qwen2.5:7b-instruct,qwen2.5:7b-instruct,judgment_only,Judgment Only,none,none,flawed_act_benevolent_motive,hard,family,private,True,B,A,1.0,0.0,,,,,,,,,,,,,,,,,,,,1,B,B,,
heartbench_v2,main,hbv2_fabm_028,qwen2.5:7b-instruct,qwen2.5:7b-instruct,secular_post,Secular Post,secular,post,flawed_act_benevolent_motive,hard,family,private,True,B,A,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.037037037037037035,0.018518518518518517,0.018518518518518517,0.018518518518518517,0.0,0.75,0.12962962962962962,54.0,1,B,B,B,B
heartbench_v2,main,hbv2_fabm_028,qwen2.5:7b-instruct,qwen2.5:7b-instruct,secular_pre,Secular Pre,secular,pre,flawed_act_benevolent_motive,hard,family,private,True,B,A,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031746031746031744,0.031746031746031744,0.07936507936507936,0.015873015873015872,0.031746031746031744,0.047619047619047616,-0.015873015873015872,0.75,0.07936507936507936,63.0,1,B,B,B,B
heartbench_v2,main,hbv2_fabm_030,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,baseline,Baseline Staged,none,none,flawed_act_benevolent_motive,easy,community,public,True,B,A,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.013888888888888888,0.0,0.013888888888888888,0.0,0.013888888888888888,0.0,-0.013888888888888888,0.5,0.027777777777777776,72.0,1,A,B,B,A
heartbench_v2,main,hbv2_fabm_030,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,christian_post,Christian Post,christian,post,flawed_act_benevolent_motive,easy,community,public,True,B,A,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.0,0.0,0.043478260869565216,0.0,0.5,0.043478260869565216,46.0,1,A,B,B,A
heartbench_v2,main,hbv2_fabm_030,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,christian_pre,Christian Pre,christian,pre,flawed_act_benevolent_motive,easy,community,public,True,B,A,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,-0.0196078431372549,-0.0196078431372549,0.5,0.058823529411764705,51.0,1,A,B,B,A
heartbench_v2,main,hbv2_fabm_030,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,judgment_only,Judgment Only,none,none,flawed_act_benevolent_motive,easy,community,public,True,B,A,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,A,B,,
heartbench_v2,main,hbv2_fabm_030,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,secular_post,Secular Post,secular,post,flawed_act_benevolent_motive,easy,community,public,True,B,A,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,-0.034482758620689655,-0.034482758620689655,0.25,0.034482758620689655,29.0,1,A,B,B,A
heartbench_v2,main,hbv2_fabm_030,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,secular_pre,Secular Pre,secular,pre,flawed_act_benevolent_motive,easy,community,public,True,B,A,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.017857142857142856,0.03571428571428571,0.08928571428571429,0.03571428571428571,0.03571428571428571,0.05357142857142857,0.0,0.75,0.07142857142857142,56.0,1,A,B,B,A
heartbench_v2,main,hbv2_fabm_030,qwen2.5:7b-instruct,qwen2.5:7b-instruct,baseline,Baseline Staged,none,none,flawed_act_benevolent_motive,easy,community,public,True,B,A,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.022727272727272728,0.0,0.011363636363636364,0.011363636363636364,-0.011363636363636364,0.75,0.09090909090909091,88.0,1,B,B,B,B
heartbench_v2,main,hbv2_fabm_030,qwen2.5:7b-instruct,qwen2.5:7b-instruct,christian_post,Christian Post,christian,post,flawed_act_benevolent_motive,easy,community,public,True,B,A,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05194805194805195,0.05194805194805195,0.07792207792207792,0.025974025974025976,0.0,0.07792207792207792,0.025974025974025976,0.75,0.09090909090909091,77.0,1,B,B,B,B
heartbench_v2,main,hbv2_fabm_030,qwen2.5:7b-instruct,qwen2.5:7b-instruct,christian_pre,Christian Pre,christian,pre,flawed_act_benevolent_motive,easy,community,public,True,B,A,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04838709677419355,0.04838709677419355,0.08064516129032258,0.016129032258064516,0.03225806451612903,0.04838709677419355,-0.016129032258064516,0.75,0.12903225806451613,62.0,1,B,A,B,A
heartbench_v2,main,hbv2_fabm_030,qwen2.5:7b-instruct,qwen2.5:7b-instruct,judgment_only,Judgment Only,none,none,flawed_act_benevolent_motive,easy,community,public,True,B,A,1.0,0.0,,,,,,,,,,,,,,,,,,,,1,B,B,,
heartbench_v2,main,hbv2_fabm_030,qwen2.5:7b-instruct,qwen2.5:7b-instruct,secular_post,Secular Post,secular,post,flawed_act_benevolent_motive,easy,community,public,True,B,A,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014285714285714285,0.1,0.07142857142857142,0.0,0.014285714285714285,0.05714285714285714,-0.014285714285714285,0.75,0.08571428571428572,70.0,1,B,B,B,B
heartbench_v2,main,hbv2_fabm_030,qwen2.5:7b-instruct,qwen2.5:7b-instruct,secular_pre,Secular Pre,secular,pre,flawed_act_benevolent_motive,easy,community,public,True,B,A,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.017241379310344827,0.017241379310344827,0.034482758620689655,0.0,0.05172413793103448,-0.017241379310344827,-0.05172413793103448,0.75,0.1206896551724138,58.0,1,B,A,B,B
heartbench_v2,main,hbv2_fabm_031,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,baseline,Baseline Staged,none,none,flawed_act_benevolent_motive,easy,friendship,private,True,A,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.024390243902439025,0.0,0.024390243902439025,0.0,-0.024390243902439025,0.25,0.024390243902439025,41.0,1,B,A,B,A
heartbench_v2,main,hbv2_fabm_031,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,christian_post,Christian Post,christian,post,flawed_act_benevolent_motive,easy,friendship,private,True,A,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.017857142857142856,0.03571428571428571,0.017857142857142856,0.0,0.03571428571428571,0.017857142857142856,0.25,0.03571428571428571,56.0,1,B,A,B,A
heartbench_v2,main,hbv2_fabm_031,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,christian_pre,Christian Pre,christian,pre,flawed_act_benevolent_motive,easy,friendship,private,True,A,B,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.013513513513513514,0.013513513513513514,0.02702702702702703,0.013513513513513514,0.02702702702702703,0.0,-0.013513513513513514,0.5,0.05405405405405406,74.0,1,A,B,B,A
heartbench_v2,main,hbv2_fabm_031,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,judgment_only,Judgment Only,none,none,flawed_act_benevolent_motive,easy,friendship,private,True,A,B,0.0,0.0,,,,,,,,,,,,,,,,,,,,1,B,A,,
heartbench_v2,main,hbv2_fabm_031,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,secular_post,Secular Post,secular,post,flawed_act_benevolent_motive,easy,friendship,private,True,A,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.034482758620689655,0.0,0.017241379310344827,0.017241379310344827,-0.017241379310344827,0.5,0.034482758620689655,58.0,1,B,A,B,A
heartbench_v2,main,hbv2_fabm_031,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,secular_pre,Secular Pre,secular,pre,flawed_act_benevolent_motive,easy,friendship,private,True,A,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,-0.015384615384615385,-0.015384615384615385,0.5,0.06153846153846154,65.0,1,B,A,B,A
heartbench_v2,main,hbv2_fabm_031,qwen2.5:7b-instruct,qwen2.5:7b-instruct,baseline,Baseline Staged,none,none,flawed_act_benevolent_motive,easy,friendship,private,True,A,B,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03278688524590164,0.0,0.03278688524590164,0.0,0.01639344262295082,0.01639344262295082,-0.01639344262295082,0.75,0.11475409836065574,61.0,1,A,A,A,A
heartbench_v2,main,hbv2_fabm_031,qwen2.5:7b-instruct,qwen2.5:7b-instruct,christian_post,Christian Post,christian,post,flawed_act_benevolent_motive,easy,friendship,private,True,A,B,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078125,0.078125,0.078125,0.0,0.0,0.078125,0.0,1.0,0.140625,64.0,1,A,A,A,A
heartbench_v2,main,hbv2_fabm_031,qwen2.5:7b-instruct,qwen2.5:7b-instruct,christian_pre,Christian Pre,christian,pre,flawed_act_benevolent_motive,easy,friendship,private,True,A,B,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04918032786885246,0.04918032786885246,0.06557377049180328,0.01639344262295082,0.01639344262295082,0.04918032786885246,0.0,1.0,0.16393442622950818,61.0,1,A,B,A,B
heartbench_v2,main,hbv2_fabm_031,qwen2.5:7b-instruct,qwen2.5:7b-instruct,judgment_only,Judgment Only,none,none,flawed_act_benevolent_motive,easy,friendship,private,True,A,B,1.0,0.0,,,,,,,,,,,,,,,,,,,,1,A,A,,
heartbench_v2,main,hbv2_fabm_031,qwen2.5:7b-instruct,qwen2.5:7b-instruct,secular_post,Secular Post,secular,post,flawed_act_benevolent_motive,easy,friendship,private,True,A,B,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.01282051282051282,0.0,0.02564102564102564,-0.01282051282051282,-0.02564102564102564,0.75,0.08974358974358974,78.0,1,A,A,A,A
heartbench_v2,main,hbv2_fabm_031,qwen2.5:7b-instruct,qwen2.5:7b-instruct,secular_pre,Secular Pre,secular,pre,flawed_act_benevolent_motive,easy,friendship,private,True,A,B,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.016666666666666666,0.03333333333333333,0.0,0.016666666666666666,0.016666666666666666,-0.016666666666666666,0.5,0.1,60.0,1,A,B,A,B
heartbench_v2,main,hbv2_fabm_039,qwen2.5:0.5b-instruct,qwen2.5:0.5b-instruct,baseline,Baseline Staged,none,none,flawed_act_benevolent_motive,medium,school,public,True,A,B,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.018518518518518517,0.0,0.018518518518518517,0.0,0.018518518518518517,0.0,-0.018518518518518517,0.75,0.07407407407407407,54.0,1,A,B,B,A
